wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q23908965,Anna Hubáčková,Anna Hubáčková,female,1957-09-06T00:00:00Z,11,https://www.vlada.cz/en/vlada/,2021-12-19T00:00:00Z,Q33702144,Minister for the Environment,2021-12-17T00:00:00Z,Q23908965-b3615754-4a80-b206-ebf4-8cf7c32c9336
Q12019419,Helena Langšádlová,Helena Langšádlová,female,1963-10-14T00:00:00Z,11,https://www.vlada.cz/en/vlada/,2021-12-19T00:00:00Z,Q59773497,"Minister for the Science, Research and Innovation",2021-12-17T00:00:00Z,Q12019419-97241D47-B012-4A22-B20A-4B0ECC91257D
Q1292951,Ivan Bartoš,Ivan Bartoš,male,1980-03-20T00:00:00Z,11,https://www.vlada.cz/en/vlada/,2021-12-19T00:00:00Z,Q25515749,Minister of Regional Development,2021-12-17T00:00:00Z,Q1292951-D13EA483-91D8-4BF3-B04B-3D1E74678AA5
Q1292951,Ivan Bartoš,Ivan Bartoš,male,1980-03-20T00:00:00Z,11,https://www.vlada.cz/en/vlada/,2021-12-19T00:00:00Z,Q61882567,Deputy Prime Minister,2021-12-17T00:00:00Z,Q1292951-21C1A29C-3AAD-4937-830E-7D6467618F90
Q42402111,Jan Lipavský,Jan Lipavský,male,1985-07-02T00:00:00Z,11,,,Q2501396,Minister of Foreign Affairs,2021-12-17T00:00:00Z,Q42402111-db41d362-434b-a1af-f026-b9d7c893d473
Q12023473,Jana Černochová,Jana Černochová,female,1973-10-26T00:00:00Z,11,https://www.vlada.cz/en/vlada/,2021-12-19T00:00:00Z,Q45406265,Minister of Defence,2021-12-17T00:00:00Z,Q12023473-CCAC51BD-6C8D-490B-A209-ADDB5150902B
Q109802768,Jozef Síkela,Jozef Síkela,male,1967-06-17T00:00:00Z,11,,,Q25507811,Minister of Industry and Trade,2021-12-17T00:00:00Z,Q109802768-f2d5fcd7-446a-6367-00dd-24a708711a72
Q13434626,Marian Jurečka,Marian Jurečka,male,1981-03-15T00:00:00Z,11,,,Q27479703,Minister of Labour and Social Affairs,2021-12-17T00:00:00Z,Q13434626-2E94C815-1404-4542-A42F-2F27D37D3C97
Q13434626,Marian Jurečka,Marian Jurečka,male,1981-03-15T00:00:00Z,11,,,Q28808262,Minister of Agriculture,2014-01-29T00:00:00Z,Q13434626-BA27446D-A884-4EA6-81FE-A324F1837E06
Q13434626,Marian Jurečka,Marian Jurečka,male,1981-03-15T00:00:00Z,11,https://www.vlada.cz/en/vlada/,2021-12-19T00:00:00Z,Q61882567,Deputy Prime Minister,2021-12-17T00:00:00Z,Q13434626-6386C380-5797-44CF-A82F-3A76D3FE3CB5
